Permit Number,Permit Type,Permit Sub-Type,Address,Status,Project Type,Valuation,Parcel Number,Date Entered,Date Issued,Date Completed,Date Expired,Date Renewed,Class Code,Class Code Description,Class Code Section,Number of Units,Permit Type Code
13CBP0042,COMBINATION PERMIT,Building Combo,"524 14TH ST
SANTA MONICA, CA 90402
(34.03474810600045, -118.49821806399967)",PENDING,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4280016005,01/15/2013,01/01/1900,,07/14/2013,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,,Commercial
13CBP0196,COMBINATION PERMIT,Building Combo,"315 COLORADO AVE
SANTA MONICA, CA 45202
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$20000.00,4291026023,03/14/2013,01/01/1900,,09/10/2013,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
13CBP0367,COMBINATION PERMIT,Building Combo,"2800 OLYMPIC BLVD
SANTA MONICA, CA 90503
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$25000.00,4268013018,05/07/2013,01/01/1900,,11/03/2013,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
13CBP0389,COMBINATION PERMIT,Building Combo,"515 OCEAN AVE
SANTA MONICA, CA 90402
(34.02439485400049, -118.51047488599971)",PENDING,UNDEFINED,$0.00,4293008065,05/13/2013,01/01/1900,,11/09/2013,,,,,,Commercial
13CBP0391,COMBINATION PERMIT,Building Combo,,PENDING,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$154760.10,,05/14/2013,01/01/1900,,11/10/2013,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,1,Commercial
13CBP0411,COMBINATION PERMIT,Building Combo,"614 SANTA MONICA BLVD
SANTA MONICA, CA 00000
",PENDING,UNDEFINED,$108750.00,4291020022,05/22/2013,01/01/1900,,11/18/2013,,,,,,Commercial
13CBP0786,COMBINATION PERMIT,Building Combo,"1351 4TH ST
SANTA MONICA, CA 00000
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$20000.00,4291011011,09/10/2013,01/01/1900,,03/09/2014,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,1,Commercial
13CBP0952,COMBINATION PERMIT,Building Combo,"1302 SANTA MONICA BLVD
SANTA MONICA, CA 90049
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$15000.00,4282022025,10/30/2013,01/01/1900,,04/28/2014,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,1,Commercial
13CBP1000,COMBINATION PERMIT,Building Combo,"1741 MAPLE ST
SANTA MONICA, CA 90405
(34.01394481000045, -118.4665038119997)",PENDING,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$8500.00,4273023010,11/13/2013,01/01/1900,,05/12/2014,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,,Commercial
13CBP1006,COMBINATION PERMIT,Building Combo,"1626 MONTANA AVE
SANTA MONICA, CA 00000
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$17000.00,4281001001,11/15/2013,01/01/1900,,05/14/2014,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
13CBP1043,COMBINATION PERMIT,Building Combo,"1412 3RD STREET PROM
SANTA MONICA, CA 87505
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$15000.00,4291016003,11/26/2013,01/01/1900,,05/25/2014,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
13STP1272,SINGLE TRADE PERMIT,Demolition,"614 15TH ST
SANTA MONICA, CA 90402
(34.03438859300047, -118.4959584399997)",PENDING,UNDEFINED,$15000.00,4279033015,07/23/2013,01/01/1900,,01/01/1900,,649,Demolish All Other Than Dwellings,Section VI - Demolitions,,Commercial
13STP1615,SINGLE TRADE PERMIT,Plumbing,"2528 LA MESA WAY
SANTA MONICA, CA 90402
(34.04862273100048, -118.4935962619997)",PENDING,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$15000.00,4407021021,09/04/2013,01/01/1900,,01/01/1900,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,,Commercial
14CBP0038,COMBINATION PERMIT,Building Combo,"2811 WILSHIRE BLVD
SANTA MONICA, CA 96813
",PENDING,SIGNIFICANT COMMERCIAL CONSTRUCTION,$181350.00,4266009060,01/16/2014,01/01/1900,,07/15/2014,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14CBP0193,COMBINATION PERMIT,Building Combo,"2730 WILSHIRE BLVD
SANTA MONICA, CA 92018
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$8000.00,4267006046,03/07/2014,01/01/1900,,09/03/2014,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14CBP0218,COMBINATION PERMIT,Building Combo,"710 WILSHIRE BLVD
SANTA MONICA, CA 00000
",PENDING,NEW COMMERCIAL CONSTRUCTION,$30000000.00,4291007019,03/18/2014,01/01/1900,,09/14/2014,,213,"Hotels, Motels & Tourist Cabins",Section II - New Residential Non-Housekeeping Buildings,,Commercial
14CBP0296,COMBINATION PERMIT,Building Combo,"201 OCEAN AVE
SANTA MONICA, CA 11935
",PENDING,UNDEFINED,$0.00,4293020156,04/15/2014,01/01/1900,,10/12/2014,,,,,,Commercial
14CBP0319,COMBINATION PERMIT,Building Combo,"3435 OCEAN PARK BLVD
SANTA MONICA, CA 90014
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$150000.00,4270017107,04/22/2014,01/29/2015,,07/28/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0403,COMBINATION PERMIT,Building Combo,"2632 MONTANA AVE
SANTA MONICA, CA 90403
(34.042077770000446, -118.48295032999971)",PENDING,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4266013059,05/12/2014,01/01/1900,,11/08/2014,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,,Commercial
14CBP0560,COMBINATION PERMIT,Building Combo,"1920 6TH ST
SANTA MONICA, CA 90048
",PENDING,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$15000.00,4289011044,07/01/2014,07/01/2014,,12/28/2014,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,,Commercial
14CBP0569,COMBINATION PERMIT,Building Combo,"834 FRANKLIN ST
SANTA MONICA, CA 90025
",ISSUED,NEW SINGLE FAMILY CONSTRUCTION,$0.00,4266004038,07/02/2014,07/23/2014,,07/18/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0571,COMBINATION PERMIT,Building Combo,"395 SANTA MONICA PLACE
SANTA MONICA, CA 92018
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4291026026,07/02/2014,01/01/1900,,12/29/2014,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14CBP0595,COMBINATION PERMIT,Building Combo,"718 WILSHIRE BLVD
SANTA MONICA, CA 90401
(34.02171810300047, -118.49503085299972)",Issued,NEW COMMERCIAL CONSTRUCTION,$0.00,4291007021,07/09/2014,07/09/2014,,07/05/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
14CBP0621,COMBINATION PERMIT,Building Combo,"2031 5TH ST
SANTA MONICA, CA 90402
(34.00930103100046, -118.4854301419997)",ISSUED,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4289009016,07/15/2014,07/15/2014,,07/15/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14STP0285,SINGLE TRADE PERMIT,Mechanical,"604 ARIZONA AVE
SANTA MONICA, CA 90025
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$45000.00,4291009011,02/18/2014,01/01/1900,,01/01/1900,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14STP0771,SINGLE TRADE PERMIT,Plumbing,,PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$1500.00,4293011032,04/22/2014,01/01/1900,,01/01/1900,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
13CBP0611,COMBINATION PERMIT,Building Combo,"427 21ST ST
SANTA MONICA, CA 90402
(34.04105339200049, -118.4933508259997)",ISSUED,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$152211.35,4278028018,07/22/2013,07/22/2013,,08/15/2015,08/04/2014,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0162,COMBINATION PERMIT,Building Combo,"843 4TH ST
SANTA MONICA, CA 95618
",PENDING,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$144769.00,4292016076,02/27/2014,01/01/1900,06/26/2014,12/23/2014,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,1,Commercial
14STP1543,SINGLE TRADE PERMIT,Electrical,"1110 WILSHIRE BLVD
SANTA MONICA, CA 65536
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$15000.00,4282006029,08/13/2014,08/13/2014,,01/01/1900,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14CBP0709,COMBINATION PERMIT,Building Combo,,PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$45000.00,4291017025,08/15/2014,01/01/1900,,02/11/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14STP1577,SINGLE TRADE PERMIT,Electrical,"402 SANTA MONICA BLVD
SANTA MONICA, CA 90028
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$27000.00,4291018025,08/19/2014,01/01/1900,,01/01/1900,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14STP1768,SINGLE TRADE PERMIT,Other,"200 SANTA MONICA PIER
SANTA MONICA, CA 90401
(34.01044062200049, -118.49601625699972)",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$35000.00,4290023902,09/11/2014,09/11/2014,,01/01/1900,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14CBP0840,COMBINATION PERMIT,Building Combo,"723 SAN VICENTE BLVD
SANTA MONICA, CA 93024
",ISSUED,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4280005031,09/23/2014,09/23/2014,,09/23/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0857,COMBINATION PERMIT,Building Combo,"828 PICO BLVD
SANTA MONICA, CA 90049
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4284001040,09/26/2014,05/14/2015,,05/15/2016,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0866,COMBINATION PERMIT,Building Combo,,PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4268011014,09/30/2014,01/01/1900,,03/29/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14CBP0895,COMBINATION PERMIT,Building Combo,"537 PALISADES AVE
SANTA MONICA, CA 90067
",Issued,UNDEFINED,$23325.80,4293012021,10/07/2014,04/07/2015,,10/05/2015,,438,Residential Garages & Carports (Attached or Not),Section IV - Additions & Alterations,0,Commercial
14CBP0922,COMBINATION PERMIT,Building Combo,"820 WILSHIRE BLVD
SANTA MONICA, CA 91207
",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$2500.00,4282009024,10/14/2014,01/01/1900,,04/12/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14CBP0938,COMBINATION PERMIT,Building Combo,"911 22ND ST
SANTA MONICA, CA 90404
(34.03683289300045, -118.4858426829997)",ISSUED,NEW SINGLE FAMILY CONSTRUCTION,$621391.09,4277014015,10/17/2014,10/23/2014,,11/23/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0940,COMBINATION PERMIT,Building Combo,"1617 FRANKLIN ST
SANTA MONICA, CA 90404
(34.03479304500047, -118.46505078499968)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$47250.00,4268006044,02/13/2015,02/13/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0964,COMBINATION PERMIT,Building Combo,"1447 LINCOLN BLVD
SANTA MONICA, CA 90401
(34.018482496000445, -118.49014056799967)",PENDING,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$7000.00,4282027033,10/27/2014,01/01/1900,,04/25/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,,Commercial
14STP2082,SINGLE TRADE PERMIT,Electrical,"247 BICKNELL AVE
SANTA MONICA, CA 90405
(34.00732495100044, -118.4868957429997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2000.00,4289018021,10/28/2014,04/27/2015,,10/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0993,COMBINATION PERMIT,Building Combo,"1736 OCEAN PARK BLVD
SANTA MONICA, CA 90212
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$288222.27,4285006004,11/03/2014,01/09/2015,,12/01/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP1058,COMBINATION PERMIT,Building Combo,"2001 WILSHIRE BLVD
SANTA MONICA, CA 90401
(34.03147363100044, -118.4831520029997)",PENDING,UNDEFINED,$25000.00,4276007035,11/20/2014,01/01/1900,,05/19/2015,,B,,,,Commercial
14CBP1092,COMBINATION PERMIT,Building Combo,"2019 MARINE ST
SANTA MONICA, CA 90405
(34.01006507700049, -118.4606536769997)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$118782.33,4272005013,11/24/2014,03/19/2015,,09/23/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP1094,COMBINATION PERMIT,Building Combo,"1127 22ND ST
SANTA MONICA, CA 90403
(34.033502489000455, -118.48233961999972)",PENDING,UNDEFINED,$5000.00,4276005030,11/24/2014,01/01/1900,,05/23/2015,,,,,,Commercial
14CBP1098,COMBINATION PERMIT,Building Combo,"1221 OCEAN AVE
SANTA MONICA, CA 90401
(34.01612262200007, -118.50042007499997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4291001033,11/25/2014,01/22/2015,,07/22/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP1116,COMBINATION PERMIT,Building Combo,"2700 COLORADO AVE
SANTA MONICA, CA 90401
(34.031375167000476, -118.4702359689997)",PENDING,UNDEFINED,$0.00,4268001050,11/26/2014,11/26/2014,,05/25/2015,,,,,,Commercial
12CBP0544,,Building Combo,"2728 2ND ST
SANTA MONICA, CA 95015
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$186364.60,4288003011,06/25/2012,12/13/2013,,06/21/2015,12/13/2013,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
12CBP0834,,Building Combo,"1314 7TH ST
SANTA MONICA, CA 00000
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$945000.00,4291009807,09/18/2012,10/09/2012,,11/01/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
12CBP0940,,Building Combo,"1340 15TH ST
SANTA MONICA, CA 02040
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4282016027,10/17/2012,10/17/2012,,06/10/2015,04/08/2014,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
13CBP0033,,Building Combo,"408 17TH ST
SANTA MONICA, CA 90402
(34.03862783900007, -118.49723862499997)",Issued,NEW COMMERCIAL CONSTRUCTION,$0.00,4279023014,01/11/2013,01/11/2013,,06/27/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
13CBP0224,,Building Combo,"2916 MAIN ST
SANTA MONICA, CA 00000
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$135000.00,4288009007,03/26/2013,03/26/2013,,06/07/2015,05/20/2014,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
13CBP0263,,Building Combo,"130 SAN VICENTE BLVD
SANTA MONICA, CA 90016
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4293003001,04/08/2013,04/16/2014,,09/08/2015,04/16/2014,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
13CBP0668,,Building Combo,"1402 WILSHIRE BLVD
SANTA MONICA, CA 92505
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$518100.00,4282003020,08/06/2013,08/08/2013,,06/08/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
13CBP1017,,Building Combo,"3116 2ND ST
SANTA MONICA, CA 90291
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$118050.00,4288005011,11/18/2013,11/20/2013,,08/24/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
13STP1963,,Windows,"2411 MAIN ST
SANTA MONICA, CA 90066
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4288001021,10/22/2013,10/22/2013,,06/21/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5001,,Building Combo,"2700 COLORADO AVE
SANTA MONICA, CA 90404
(34.03137768100004, -118.47023029099995)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$83100.00,4268001050,12/01/2014,12/04/2014,,09/20/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5009,,Building Combo,"1745 OAK ST
SANTA MONICA, CA 90405
(34.01248486900005, -118.46477423699997)",Issued,NEW COMMERCIAL CONSTRUCTION,$20000.00,4285006019,12/01/2014,12/01/2014,,07/21/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
14BLD-5011,,Building Combo,"620 22ND ST
SANTA MONICA, CA 90402
(34.04028827700006, -118.48910812399998)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$869150.05,4278022004,12/01/2014,12/04/2014,,10/05/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,1,Residential
14BLD-5013,,Building Combo,"3011 7TH ST
SANTA MONICA, CA 90405
(34.002711214000044, -118.47407660799996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$38000.00,4287031030,12/01/2014,12/01/2014,,11/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5014,,Building Combo,"429 22ND ST
SANTA MONICA, CA 90402
(34.042432673000064, -118.49154980899999)",Issued,NEW COMMERCIAL CONSTRUCTION,$25000.00,4278018024,12/01/2014,12/01/2014,,10/11/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
14BLD-5015,,Mechanical,,Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$18000.00,4281009068,12/01/2014,12/01/2014,,07/15/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5019,,Demolition,"2344 21ST ST
SANTA MONICA, CA 90405
(34.01653168200005, -118.46559235699999)",Issued,UNDEFINED,$10000.00,4273018019,12/01/2014,12/01/2014,,09/14/2015,,645,Demolish One-family Buildings,Section VI - Demolitions,1,Residential
14BLD-5025,,Building Combo,"101 CALIFORNIA AVE
SANTA MONICA, CA 90403
(34.01849401800007, -118.50257714599996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$47000.00,4292027027,12/02/2014,12/02/2014,,10/19/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5026,,Building Combo,"1221 OCEAN AVE
SANTA MONICA, CA 90401
(34.01612262200007, -118.50042007499997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1000.00,4291001033,12/02/2014,12/02/2014,,08/18/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5029,,Plumbing,"903 4TH ST
SANTA MONICA, CA 90403
(34.02305359800005, -118.50289056699995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1500.00,4292015024,12/02/2014,12/02/2014,,08/12/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5030,,,"1248 24TH ST
SANTA MONICA, CA 90404
(34.033008160000065, -118.47874911099996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$9500.00,4276017098,12/02/2014,12/02/2014,,06/15/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5041,,Sign,"1212 11TH ST
SANTA MONICA, CA 90401
(34.02425251300008, -118.49148718199996)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$1500.00,4282007025,12/03/2014,01/01/1900,,01/01/1900,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14BLD-5047,,Building Combo,"913 PICO BLVD
SANTA MONICA, CA 90405
(34.01313590800004, -118.48141203399996)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$17000.00,4283021017,12/03/2014,12/04/2014,,11/09/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Residential
14BLD-5053,,Plumbing,"100 OCEAN PARK BLVD
SANTA MONICA, CA 90405
(34.001333404000036, -118.48518121999996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$6600.00,4288021045,12/03/2014,12/03/2014,,06/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5064,,Building Combo,"2528 32ND ST
SANTA MONICA, CA 90405
(34.023090471000046, -118.45370196099998)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$629295.36,4270020039,12/04/2014,12/05/2014,,12/02/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,1,Residential
14BLD-5068,,Sign,"1315 LINCOLN BLVD
SANTA MONICA, CA 90401
(34.02044934000003, -118.49244050699997)",Issued,NEW COMMERCIAL CONSTRUCTION,$8000.00,4282010047,12/04/2014,12/04/2014,,09/14/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
14BLD-5070,,Building Combo,"545 12TH ST
SANTA MONICA, CA 90402
(34.03269243500006, -118.49944063499998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$20000.00,4280017015,12/04/2014,12/04/2014,,08/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
