Ledger Type,Cost Center Type,Fund Id,Fund Description,Expenditure Category Id,Expenditure Category Description,Project ID,Project Description,Fiscal year,July,August,September,October,November,December,January,February,March,April,May,June
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0407,ATMS PHASE 3-MTA              ,13,310405.03,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0418,PROP C LR-BIKE TECH DEMO-DSGN ,13,70672.65,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0418,PROP C LR-BIKE RACK REPLACEMEN,13,92036.77,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0561,EXPO BIKE-FED TEA GRANT       ,13,1633650,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0561,EXPO BIKE-PROP A LOCAL RETURN ,13,562469,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,760,WATER & WASTEWATER (CIP)      ,0609,WATER SYSTEM IMPROVEMENT      ,13,129131.03,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0652,CALIFORNIA INCLINE DESIGN     ,13,718799.98,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0655,PIER BRIDGE IMPROVEMENTS      ,13,1248352.29,0,0,0,-95736,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0777,PROP A LR-BUS PADS FY 12.13   ,13,717049,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0995,MULTI-MODAL TRAVEL&PKG - METRO,13,664150,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,4054,MOBILE HOME IMPR PROJECT      ,13,0,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4073,CITYWIDE BIKE SHARE-METRO     ,13,1543000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4073,CITYWIDE BIKE  SHARE-AQMD     ,13,0,0,0,0,500000,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4073,CITYWIDE BIKE SHARE-PROP C LR ,13,300000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4082,MEMORIAL PARK - PROP 84 GRANT ,13,550000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,760,WATER & WASTEWATER (CIP)      ,6022,MARINE PARK RETROFIT          ,13,0,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,740,RECREATIONAL & CULTURAL (CIP) ,6038,BIKE TRAINING MDDLE SCH       ,13,0,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7005,REAL TIME BEACH PARK-STATE ITS,13,346500,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7005,REAL TIME BEACH PARK-FED-STPL ,13,0,0,0,0,0,0,0,498005,0,0,-57121,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7005,REAL TIME BEACH PARK-FED-MTA  ,13,533000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7011,BIKE CENTER-TDA               ,13,74027.09,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7028,ATMS PHASE 4c-MTA             ,13,853897.61,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7029,BIKE TECHNO DEMO-MTA          ,13,234960.17,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7030,TRAFFIC SIGNAL SYNCH-PROP C   ,13,68951,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7040,COLORADO AVE ESPLANADE        ,13,3285000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7041,LINCOLN BLVD RESURFACE-STPL   ,13,1339486.03,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7041,LINCOLN BLVD-HPP (FED)        ,13,1465679.14,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7042,SAFE ROUTES TO SCHOOL-SR2S GRA,13,1724781.24,0,0,0,-880000,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7042,SAFE ROUTES TO SCHOOL EDUCATIO,13,57944.9,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7042,SAFE RTS 2 SCH-PROP C LR      ,13,40000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7045,MANGo MICHIGAN AVE NEIGH GREEN,13,103185.72,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7074,METRO TOD-DOWNTOWN EIR        ,13,508583.36,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7075,EXPO-COLO TRANS VILL-CFP      ,13,803322,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7075,EXPO-COLO TRANS VILL-P A      ,13,365588,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7077,OCEAN PARK BLVD-PROP C LR     ,13,4984.44,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7078,MOOMAT AHIKO-PROP C LR        ,13,350000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,8014,NO NET NEW TRIPS-METRO GRANT  ,13,0,0,0,0,533269.47,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,8014,NO NET NEW TRIPS-MATCH PROP C ,13,649417.92,0,0,0,-533269.47,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,760,WATER & WASTEWATER (CIP)      ,9031,PROP 84 IN-LINE STORM DRAIN   ,13,294995.95,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,760,WATER & WASTEWATER (CIP)      ,9032,PROP 84 16TH ST WATERSHED     ,13,1013085,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,760,WATER & WASTEWATER (CIP)      ,9034,WATERSMART GRANT PH1          ,13,138776.15,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0136,WATER MAIN REPLACEMENT        ,13,6398959.17,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0388,AUTO METER READING PILOT PROG ,13,1078000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0609,WATER SYSTEM IMPROVEMENT      ,13,112023.39,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0784,SAN VIC BOOSTER ST EMERG GEN  ,13,4112656.93,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0785,UTILITY BILLING SOFTWARE      ,13,26025,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0878,PUBLIC OUTREACH               ,13,10000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION MANAGEMENT       ,13,89638.12,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0878,PROFESSIONAL SERVICES         ,13,4028.99,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION (DB)             ,13,1590003.27,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0878,GMP                           ,13,596998.82,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0878,SITE STUDY                    ,13,89633,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0878,WELLFIELD RESTORATION         ,13,256119.58,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0973,CHARNOCK WATER TREATMENT PLANT,13,1489951.16,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,4032,PICO LIBRARY HARVESTING SYSTEM,13,61809.93,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,4086,WATER METER SHOP RENOVATIONS  ,13,150000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,7040,COLORADO AVE ESP-WATER MAIN   ,13,175000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,7064,EXPO WATER BETTERMENTS        ,13,2277662,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,8020,WATER SYSTEMS DATA INTEGRATION,13,50000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9003,HANSEN 8 SOFTWARE UPGRADE     ,13,35278.91,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9015,SCADA SYSTEMS UPGRADE         ,13,152000,0,0,0,-77000,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9035,BOOSTER PUMP CHARNOCK         ,13,400000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9039,WATER MODELING SOFTWARE       ,13,143000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9040,VALVE STUDY/REPLACEMENT       ,13,300000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9043,WATER MAIN REPLACE-OLY LOOP   ,13,100000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,9044,VALVE STUDY/REPLACEMENT       ,13,400000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0227,REFUSE CONTAINER PURCHASE     ,13,1368678.64,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0338,IMPLEMENT YD MSTR PLAN & SWOP ,13,3608.6,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0589,CONTAINERS-COMMERCIAL OPERATIO,13,31484.04,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,0717,CITY YARD MASTER PLAN         ,13,5630.65,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00027,Resource Recovery & Recyc Fund,710,GENERAL GOVERNMENT (CIP)      ,9036,REFUSE/RECYCLING ENCLOSURES   ,13,117776.7,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00030,Pier Fund                     ,740,RECREATIONAL & CULTURAL (CIP) ,0081,PERCENT FOR ARTS              ,13,76615.73,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00030,Pier Fund                     ,740,RECREATIONAL & CULTURAL (CIP) ,0655,PIER BRIDGE IMPROVEMENTS      ,13,26770.77,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00030,Pier Fund                     ,720,COMM & ECON DEV (CIP)         ,4009,CAROUSEL BLDG                 ,13,88000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0388,AUTO METER READING PILOT PROG ,13,1000000,0,0,0,0,0,0,-1000000,0,0,0,0
B1,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0628,WASTEWATER MAIN REPLACEMENT   ,13,2449193.38,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0774,MOSS AVENUE PUMPING STATION   ,13,800000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0785,UTILITY BILLING SOFTWARE      ,13,26025,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0947,AB1600 SEWER EXP PROJ         ,13,2729010,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,4022,SCADA SYSTEMS UPGRADE         ,13,529062.6,0,0,0,-409062.6,0,0,0,0,0,0,0
B1,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,4060,FLAP HAPPY DEMOLITION         ,13,0,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00031,Wastewater Fund               ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7040,COLORADO AVE ESP WASTEWATER IM,13,175000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,7064,EXPO WATER BETTERMENTS        ,13,500000,0,0,0,0,0,0,0,0,-500000,0,0
B1,JB,00031,Wastewater Fund               ,710,GENERAL GOVERNMENT (CIP)      ,8020,WASTEWATER SYSTEMS DATA INTEGR,13,50000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,9008,HANSEN 8 SOFTWARE UPGRADE     ,13,35278.89,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,9039,WASTEWATER MODELING SOFTWARE  ,13,75000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00033,Airport Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0081,PERCENT FOR ARTS              ,13,35152,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00033,Airport Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,4023,AIRFIELD LIGHTING             ,13,298000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,4081,AIRPORT ENVIROMENTAL ENHANCEME,13,20000,0,0,0,0,0,0,-20000,0,0,0,0
B1,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,6032,COURTYARD OFFICES ROOF        ,13,19913.95,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00033,Airport Fund                  ,720,COMM & ECON DEV (CIP)         ,6033,AIRPORT BUILDINGS REHAB       ,13,702837.19,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0099,FARE BOX SYSTEM               ,13,5849542.9,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0100,RADIO SYSTEM                  ,13,303412.28,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0104,CAMPUS EXPANSION              ,13,5727439.76,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0106,BUS COMPONENTS                ,13,8259988,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0107,YARD IMPROVEMENTS             ,13,840983,0,0,0,0,0,0,0,-300000,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0113,COMPUTER ENHANCEMENTS         ,13,4014565,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0114,BUS STOP AMENITIES            ,13,7508030.14,0,0,0,0,0,0,0,300000,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0115,SERVICE VEHICLES              ,13,1011401,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0373,ADVANCED BUS TECHNOLOGY       ,13,904364.63,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0458,DOWNTOWN TRANSIT              ,13,147970,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0469,FIBER OPTIC NETWORK           ,13,8472.42,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0519,BUS REPLACEMENT               ,13,44262033,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0709,SHOP EQUIPMENT                ,13,642069,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0749,TRANSIT CENTER PROJECT        ,13,1000702,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0825,UNIVERSAL FARE SYSTEM         ,13,555914.08,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0826,FACILITY UPGRADES & RENOVATION,13,1612918,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0877,DIAL A RIDE VEHICLES          ,13,75000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0956,PROP 1B SAFETY & SECURITY     ,13,1058356,0,0,0,0,0,0,267091,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,2076,TRANSIT ORIENTED DEVELOPMENT  ,13,99990,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,4015,SAFETY & SECURITY CAPITAL PROG,13,200539.54,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,7034,ALTERNATIVE TRANSIT ANALYSIS  ,13,326166.5,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00041,Big Blue Bus Fund             ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7061,EXPO LIGHT RAIL SUPPORT       ,13,550000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00044,SCAQMD AB 2766 Fund           ,710,GENERAL GOVERNMENT (CIP)      ,0167,OTHER REDUCED EMISSIONS GRANTS,13,0,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00044,SCAQMD AB 2766 Fund           ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0401,AB2766 SUBVENTION FUNDS       ,13,392360.48,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00053,Parks and Recreation Fund     ,740,RECREATIONAL & CULTURAL (CIP) ,6002,PARK RESTROOM RENOVATIONS     ,13,100302.36,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00053,Parks and Recreation Fund     ,740,RECREATIONAL & CULTURAL (CIP) ,6009,BEACH/PARK SIGNAGE & WAYFINDIN,13,30825.35,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00054,Vehicle Management Fund       ,710,GENERAL GOVERNMENT (CIP)      ,0167,FLEET VEHICLE REPL PROG       ,13,96290.31,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00054,Vehicle Management Fund       ,710,GENERAL GOVERNMENT (CIP)      ,0167,VEHICLE ENHANCEMENT PURCHASES ,13,534382.4,0,0,0,0,0,0,61047,0,0,0,0
B1,JB,00054,Vehicle Management Fund       ,710,GENERAL GOVERNMENT (CIP)      ,0167,VEHICLE REPLACEMENT PURCHASES ,13,7031803.45,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00056,"Self-insur, General Liab/Auto ",710,GENERAL GOVERNMENT (CIP)      ,4084,EARTHQUAKE FACILITY EXPOSURE A,13,250000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00077,Parking Authority Fund        ,740,RECREATIONAL & CULTURAL (CIP) ,0081,PERCENT FOR ARTS              ,13,228126.8,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00077,Parking Authority Fund        ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0776,DOWNTOWN PKG ENHANCE PROG     ,13,143987.2,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00004,Special Revenue Source Fund   ,720,COMM & ECON DEV (CIP)         ,0235,AFFORD HSING PROD PRGM DEVELOP,13,2891563,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00004,Special Revenue Source Fund   ,720,COMM & ECON DEV (CIP)         ,5006,LOW MOD INCOME HOUSING        ,13,4560130,0,0,0,0,0,0,0,0,2296740,0,0
B1,JB,00004,Special Revenue Source Fund   ,720,COMM & ECON DEV (CIP)         ,5007,HIGH PLACE EAST               ,13,4621134.78,0,0,0,0,0,0,0,0,-2296740,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,4054,MOBILE HOME IMPR PROJ-HOME    ,13,0,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0085,CITYWIDE FACILITIES MAINT PROG,13,3193102,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,ANNUAL ST RESURF/SIDEWALK REPR,13,2313685.33,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0456,CROSSWALK IMPROVEMENTS        ,13,65332.48,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,1122,ART CONSERVATION              ,13,6800.3,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,4025,PROMENADE FACILITIES MAINT    ,13,7894.71,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",4067,MAIN STREET PARKING LOTS PAVIN,13,33568.55,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,4078,SWIM CENTER MAINTENANCE       ,13,167997.76,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7070,CROSSWALK RENEWAL PROGRAM     ,13,535056.52,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7071,SURFACE PKG LOT IMPROVEMENTS  ,13,320000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,9025,ENERGY EFFICIENCY REV LOAN FUN,13,112155,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,4078,BEACH HSE SWIM FAC PLAN MAINT ,13,132922.27,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,760,WATER & WASTEWATER (CIP)      ,0082,RAINWATER                     ,13,55545.76,0,0,0,0,0,0,0,0,0,0,-5000
B1,JB,00020,Miscellaneous Grants Fund     ,760,WATER & WASTEWATER (CIP)      ,0082,LANDSCAPE                     ,13,0,0,0,0,0,0,0,0,0,0,0,5000
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,PROP C LR-ST RESUF-FY 12.13   ,13,450000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,PROP C LR-ST/PRK LOT          ,13,350000,0,0,0,0,0,0,0,0,0,0,0
B1,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",7009,ATMS PHASE 4c-PROP C LR       ,13,102867.56,0,0,0,0,0,0,0,0,0,0,0
